01,207248
02,50592
04,296555
05,125759
06,2513807
08,320176
09,262240
10,69105
11,125838
12,911025
13,508372
15,81595
16,65915
17,784365
18,341092
19,173444
20,148473
21,197649
22,240028
23,58125
24,371899
25,485474
26,478773
27,336729
28,108971
29,298158
30,45786
31,114327
32,143995
33,74936
34,580377
35,90978
36,1474493
37,510248
38,51503
39,618982
40,174776
41,221308
42,698517
44,58295
45,203631
46,47216
47,322944
48,1568247
49,150621
50,31171
51,492761
53,455943
54,71992
55,311191
56,36219
