76,5791865
75,5904843
28,3334657
32,6006853
44,5560405
84,7874586
27,2821042
24,2582374
52,3716068
11,1207914
03,254541
01,400132
53,3294302
02,378243
94,326898
93,4989435
04,843529
06,226915
