01,9
02,3
04,10
05,6
06,55
08,9
09,7
11,3
10,3
12,27
13,15
15,4
16,4
17,21
18,11
19,7
20,6
21,8
22,9
23,4
24,10
25,12
26,17
27,10
28,6
29,11
30,3
31,5
32,5
33,4
34,15
35,5
36,31
37,15
38,3
39,20
40,7
41,7
42,21
44,4
45,8
46,3
47,11
48,34
49,5
50,3
51,13
53,11
54,5
55,10
56,3
