01,204235
02,52804
04,290578
05,123207
06,2458535
08,314878
09,258532
10,68071
11,122510
12,882798
13,495727
15,79745
16,65242
17,775007
18,336411
19,174103
20,147765
21,194643
22,243317
23,56600
24,363845
25,476743
26,466536
27,333267
28,107100
29,293378
30,45933
31,113998
32,141282
33,72573
34,568155
35,92231
36,1441003
37,499449
38,54830
39,608109
40,180425
41,215331
42,689173
44,57049
45,198714
46,46674
47,314191
48,1586468
49,147108
50,30401
51,479809
53,443665
54,73741
55,305795
56,38624
