02,1
01,7
05,4
04,9
06,53
08,7
09,5
11,0
10,1
12,27
13,14
15,2
19,4
16,2
17,18
18,9
20,4
21,6
22,6
25,9
24,8
23,2
26,14
27,8
29,8
28,4
30,1
37,13
38,1
31,3
33,2
34,12
35,3
32,4
36,27
39,16
40,5
41,5
42,18
44,2
45,7
46,1
47,9
48,36
49,4
51,11
50,1
53,10
55,8
54,3
56,1
