AC,1805788
AL,829619
AM,4063614
AP,522636
BA,8366628
CE,797722
DF,1550194
ES,7000229
GO,3219257
MA,9020460
MG,3507003
MS,4025558
MT,9473266
PA,3375823
PB,2288116
PE,15344447
PI,21119536
PR,4016356
RJ,16718956
RN,45094866
RO,11320892
RR,7001161
RS,11322895
SC,2713147
SE,3344544
SP,6778772
TO,3039444
