E06000001,1
E06000002,1
E06000003,1
E06000004,1
E06000010,1
E06000011,1
E06000005,1
E06000006,1
E08000023,1
E06000007,1
E06000008,1
E06000009,1
E06000012,1
E06000014,1
E06000015,1
E06000013,1
E06000016,1
E06000017,1
E06000018,1
E06000019,1
E06000020,1
E06000021,1
E06000022,1
E06000028,1
E06000023,1
E06000029,1
E06000024,1
E06000032,1
E06000025,1
E06000033,1
E06000026,1
E06000027,1
E06000030,1
E06000031,1
E06000034,1
E06000035,1
E06000036,1
E06000039,1
E09000005,1
E06000037,1
E06000038,1
E06000047,1
E06000049,1
E06000050,1
E06000051,1
E06000052,1
E06000053,1
E06000054,1
E06000040,1
E06000041,1
E08000026,1
E06000042,1
E06000043,1
E06000044,1
E06000045,1
E06000055,1
E09000028,1
E06000046,1
E06000056,1
E06000057,1
E07000004,1
E07000005,1
E07000006,1
E09000029,1
E07000007,1
E07000008,1
E07000048,1
E07000009,1
E07000061,1
E07000062,1
E07000010,1
E07000033,1
E07000011,1
E09000030,1
E07000012,1
E07000026,1
E07000027,1
E07000028,1
E07000029,1
E07000034,1
E07000035,1
E07000030,1
E07000031,1
E07000032,1
E07000036,1
E07000037,1
E07000041,1
E07000042,1
E07000043,1
E07000044,1
E07000038,1
E09000031,1
E07000039,1
E09000032,1
E07000040,1
E07000045,1
E07000046,1
E07000047,1
E07000049,1
E07000066,1
E07000050,1
E07000051,1
E07000052,1
E07000053,1
E07000063,1
E09000033,1
E07000064,1
E07000065,1
E07000067,1
E07000068,1
E07000069,1
E07000087,1
E07000070,1
E07000088,1
E07000071,1
E07000072,1
E07000073,1
E07000074,1
E09000006,1
E07000075,1
E07000076,1
E07000077,1
E07000078,1
E07000079,1
E07000080,1
E07000081,1
E07000082,1
E09000007,1
E07000083,1
E07000084,1
E07000089,1
E07000085,1
E07000086,1
E07000090,1
E07000091,1
E07000092,1
E07000103,1
E07000093,1
E07000117,1
E07000094,1
E07000095,1
E07000096,1
E07000098,1
E07000120,1
E07000121,1
E07000099,1
E07000102,1
E07000105,1
E07000122,1
E07000106,1
E07000107,1
E07000108,1
E07000109,1
E07000110,1
E07000123,1
E07000111,1
E07000241,1
E07000112,1
E07000113,1
E07000114,1
E07000115,1
E09000008,1
E07000116,1
E07000118,1
E07000119,1
E07000124,1
E07000125,1
E07000126,1
E07000129,1
E07000127,1
E09000009,1
E07000128,1
E07000130,1
E07000132,1
E07000131,1
E07000133,1
E07000150,1
E07000134,1
E07000135,1
E09000010,1
E07000136,1
E07000137,1
E07000138,1
E07000156,1
E07000139,1
E07000170,1
E07000140,1
E07000173,1
E07000141,1
E07000174,1
E07000142,1
E07000178,1
E07000143,1
E07000208,1
E07000144,1
E07000145,1
E07000146,1
E07000147,1
E07000148,1
E07000149,1
E07000212,1
E07000151,1
E07000152,1
E07000213,1
E07000153,1
E07000154,1
E07000155,1
E07000214,1
E07000163,1
E07000164,1
E09000011,1
E07000165,1
E07000166,1
E09000012,1
E09000013,1
E07000167,1
E09000014,1
E07000168,1
E07000169,1
E07000171,1
E07000172,1
E07000175,1
E09000015,1
E07000176,1
E07000215,1
E07000177,1
E07000179,1
E07000180,1
E07000181,1
E09000016,1
E07000187,1
E07000188,1
E07000189,1
E07000190,1
E09000017,1
E07000191,1
E07000192,1
E07000193,1
E07000194,1
E08000003,1
E07000195,1
E08000004,1
E07000196,1
E07000197,1
E07000198,1
E07000199,1
E07000200,1
E07000201,1
E07000202,1
E09000018,1
E07000203,1
E09000019,1
E07000204,1
E07000205,1
E07000206,1
E07000207,1
E07000209,1
E08000005,1
E07000210,1
E07000211,1
E09000020,1
E07000216,1
E07000217,1
E07000218,1
E07000219,1
E08000006,1
E07000220,1
E07000221,1
E07000239,1
E07000222,1
E07000223,1
E09000021,1
E07000224,1
E07000225,1
E07000226,1
E09000022,1
E07000227,1
E07000228,1
E07000229,1
E07000240,1
E07000234,1
E07000235,1
E07000236,1
E07000237,1
E07000238,1
E07000242,1
E07000243,1
E08000013,1
E08000001,1
E08000002,1
E09000023,1
E08000007,1
E08000008,1
E08000009,1
E08000010,1
E08000011,1
E08000012,1
E08000014,1
E08000015,1
E09000024,1
E08000016,1
E08000022,1
E09000025,1
E08000017,1
E08000018,1
E08000019,1
E08000021,1
E09000026,1
E08000024,1
E08000025,1
E08000027,1
E08000028,1
E09000027,1
E08000029,1
E08000030,1
E08000031,1
E08000032,1
E08000033,1
E08000034,1
E08000036,1
E08000035,1
E09000004,1
E08000037,1
E09000001,1
E09000002,1
E09000003,1
S12000005,1
S12000006,1
S12000008,1
S12000010,1
S12000011,1
S12000013,1
S12000014,1
S12000015,1
S12000017,1
S12000018,1
S12000019,1
S12000020,1
S12000021,1
S12000023,1
S12000024,1
S12000026,1
S12000027,1
S12000028,1
S12000029,1
S12000030,1
S12000033,1
S12000034,1
S12000035,1
S12000036,1
S12000039,1
S12000038,1
S12000045,1
S12000040,1
S12000041,1
S12000042,1
S12000044,1
S12000046,1
W06000001,1
W06000002,1
W06000003,1
W06000013,1
W06000004,1
W06000005,1
W06000006,1
W06000008,1
W06000009,1
W06000010,1
W06000011,1
W06000012,1
W06000014,1
W06000015,1
W06000016,1
W06000020,1
W06000018,1
W06000019,1
W06000024,1
W06000021,1
W06000022,1
W06000023,1
N09000001,1
N09000002,1
N09000003,1
N09000004,1
N09000005,1
N09000006,1
N09000007,1
N09000008,1
N09000009,1
N09000010,1
N09000011,1
