01,400132
02,378243
03,254541
04,843529
06,226915
11,12073914
24,2582374
27,2821042
28,3334657
32,6006853
44,5560405
52,3716068
53,3294302
75,5904843
76,5791865
84,7874586
93,4989435
94,326898
